ID,Grupo,Aleatorizacao,Bloco_Apresentacao,Ordem_Apresentacao,Codigo_Pseudo,Pseudopalavra,Vizinhanca_Fonologica,Vizinhanca_Tonicidade,Tonicidade_Producao,Informante,Tempo_Resposta,Palavra_Alvo,Tonicidade_Alvo,Estrutura_Palavra,Segmento_Modificado,Taxa_Similaridade,Validacao,Taxa_Validacao,Silaba_Modificada,Idade,Genero,Escolaridade,Area_Formacao,Linguas,Musica,Naturalidade
1007,2,n,4,7,339,fipibil,NA,NA,oxítona,F.D.,0,difícil,paroxítona,CV-CV-CVC,consoante,8,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1008,4,n,4,8,321,codivar,NA,NA,oxítona,F.D.,0,cadáver,paroxítona,CV-CV-CVC,vogal,3,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1009,1,n,4,9,315,tarana,aNa_paroxitona_6,paroxitona_8,paroxítona,F.D.,0,paraná,oxítona,CV-CV-CV,consoante,1,n,1,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1010,3,n,4,10,356,cacega,NA,NA,paroxítona,F.D.,0,cócega,proparoxítona,CV-CV-CV,vogal,1,s,9,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1011,3,n,4,11,280,bavali,NA,NA,oxítona,F.D.,0,javali,oxítona,CV-CV-CV,consoante,2,s,10,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1012,4,n,4,12,328,camola,NA,NA,paroxítona,F.D.,0,camelô,oxítona,CV-CV-CV,vogal,2,q,3,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1013,4,n,4,13,325,cobiro,NA,NA,paroxítona,F.D.,0,cabaré,oxítona,CV-CV-CV,vogal,3,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1014,2,n,4,14,310,tefaza,NA,NA,paroxítona,F.D.,0,década,proparoxítona,CV-CV-CV,consoante,5,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1015,4,n,4,15,334,navedo,NA,NA,paroxítona,F.D.,0,camelô,oxítona,CV-CV-CV,consoante,7,s,1,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1016,3,n,4,16,352,lavavil,NA,NA,oxítona,F.D.,0,lavável,paroxítona,CV-CV-CVC,vogal,3,s,8,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1017,2,n,4,17,349,fanaler,NA,NA,oxítona,F.D.,0,caráter,paroxítona,CV-CV-CVC,consoante,5,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1018,2,n,4,18,347,poranu,NA,NA,oxítona,F.D.,0,paraná,oxítona,CV-CV-CV,vogal,2,s,1,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1019,2,n,4,19,311,lomipel,NA,NA,oxítona,F.D.,0,possível,paroxítona,CV-CV-CVC,consoante,10,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1020,4,n,4,20,370,sidigar,NA,NA,oxítona,F.D.,0,liminar,oxítona,CV-CV-CVC,consoante,6,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1021,4,n,4,21,308,jeluci,NA,NA,oxítona,F.D.,0,jaleco,paroxítona,CV-CV-CV,vogal,2,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1022,2,n,4,22,304,pacevol,NA,NA,oxítona,F.D.,0,possível,paroxítona,CV-CV-CVC,vogal,3,q,3,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1023,2,n,4,23,354,lirufo,NA,NA,paroxítona,F.D.,0,título,proparoxítona,CV-CV-CV,consoante,7,q,3,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1024,1,n,4,24,355,metode,NA,NA,paroxítona,F.D.,0,método,proparoxítona,CV-CV-CV,vogal,2,s,9,3,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1025,4,n,4,25,365,lemifo,NA,NA,paroxítona,F.D.,0,pêssego,proparoxítona,CV-CV-CV,consoante,10,s,1,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1026,3,n,4,26,316,paluto,palito_8,paroxitona_10,paroxítona,F.D.,0,paletó,oxítona,CV-CV-CV,vogal,3,n,1,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1027,3,n,4,27,332,ladaver,NA,NA,paroxítona,F.D.,0,cadáver,paroxítona,CV-CV-CVC,consoante,3,s,9,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1028,1,n,4,28,344,dirotor,NA,NA,oxítona,F.D.,0,diretor,oxítona,CV-CV-CVC,vogal,2,s,10,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1029,1,n,4,29,371,capitol,NA,NA,oxítona,F.D.,0,capital,oxítona,CV-CV-CVC,vogal,2,s,10,3,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1030,4,n,4,30,361,muzola,NA,NA,paroxítona,F.D.,0,mazela,paroxítona,CV-CV-CV,vogal,2,q,3,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1031,1,n,4,31,367,nabural,NA,NA,oxítona,F.D.,0,natural,oxítona,CV-CV-CVC,consoante,2,s,9,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1032,4,n,4,32,319,gudiler,NA,NA,oxítona,F.D.,0,júpiter,proparoxítona,CV-CV-CVC,consoante,6,q,3,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1033,3,n,4,33,350,pafeta,eta_paroxitona_10,paroxitona_10,paroxítona,F.D.,0,pateta,paroxítona,CV-CV-CV,consoante,2,n,6,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1034,1,n,4,34,307,tabala,Vla_paroxitona_8,paroxitona_8,paroxítona,F.D.,0,tabela,paroxítona,CV-CV-CV,vogal,1,n,5,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1035,3,n,4,35,299,petale,NA,NA,paroxítona,F.D.,0,pétala,proparoxítona,CV-CV-CV,vogal,2,s,9,3,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1036,2,n,4,36,282,pevebal,NA,NA,oxítona,F.D.,0,federal,oxítona,CV-CV-CVC,consoante,6,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1037,3,n,4,37,362,japiter,NA,NA,paroxítona,F.D.,0,júpiter,proparoxítona,CV-CV-CVC,vogal,1,s,10,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1038,3,n,4,38,346,savari,NA,NA,paroxítona,F.D.,0,safári,paroxítona,CV-CV-CV,consoante,1,s,8,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1039,1,n,4,39,295,cabital,NA,NA,oxítona,F.D.,0,capital,oxítona,CV-CV-CVC,consoante,1,s,9,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1040,1,n,4,40,340,difucil,NA,NA,oxítona,F.D.,0,difícil,paroxítona,CV-CV-CVC,vogal,3,s,10,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1041,2,n,4,41,285,pepalir,NA,NA,oxítona,F.D.,0,popular,oxítona,CV-CV-CVC,vogal,2,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1042,3,n,4,42,353,nabare,sem_padrao,paroxitona_6,paroxítona,F.D.,0,cabaré,oxítona,CV-CV-CV,consoante,3,n,3,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1043,4,n,4,43,283,zutino,NA,NA,paroxítona,F.D.,0,súbito,proparoxítona,CV-CV-CV,consoante,5,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1044,4,n,4,44,348,cabori,NA,NA,oxítona,F.D.,0,cabaré,oxítona,CV-CV-CV,vogal,2,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1045,1,n,4,45,366,carator,NA,NA,oxítona,F.D.,0,caráter,paroxítona,CV-CV-CVC,vogal,2,s,9,3,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1046,3,n,4,46,338,racital,NA,NA,oxítona,F.D.,0,recital,oxítona,CV-CV-CVC,vogal,1,s,9,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1047,1,n,4,47,369,tabeda,NA,NA,paroxítona,F.D.,0,tabela,paroxítona,CV-CV-CV,consoante,1,s,8,3,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1048,1,n,4,48,288,tibela,ela_paroxitono_10,paroxitona_10,paroxítona,F.D.,0,tabela,paroxítona,CV-CV-CV,vogal,3,n,4,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1049,3,n,4,49,300,sacoda,NA,NA,paroxítona,F.D.,0,sacola,paroxítona,CV-CV-CV,consoante,1,s,8,3,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1050,2,n,4,50,368,fitare,NA,NA,paroxítona,F.D.,0,futuro,paroxítona,CV-CV-CV,vogal,3,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1051,4,n,4,51,333,tuzemer,NA,NA,oxítona,F.D.,0,júpiter,proparoxítona,CV-CV-CVC,consoante,10,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1052,2,n,4,52,327,molitur,NA,NA,oxítona,F.D.,0,militar,oxítona,CV-CV-CVC,vogal,2,q,3,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1053,4,n,4,53,320,tagota,NA,NA,paroxítona,F.D.,0,farofa,paroxítona,CV-CV-CV,consoante,6,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1054,3,n,4,54,359,fecital,tal_oxitono_8,oxitona_8,oxítona,F.D.,0,recital,oxítona,CV-CV-CVC,consoante,1,n,6,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1055,1,n,4,55,343,secuno,segundo_4,proparoxitona_6,paroxítona,F.D.,0,século,proparoxítona,CV-CV-CV,consoante,1,n,6,3,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1056,4,n,4,56,317,cadovur,NA,NA,oxítona,F.D.,0,cadáver,paroxítona,CV-CV-CVC,vogal,2,q,3,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1057,4,n,4,57,318,mitavol,NA,NA,oxítona,F.D.,0,mutável,paroxítona,CV-CV-CVC,vogal,2,q,3,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1058,4,n,4,58,298,sulabel,NA,NA,oxítona,F.D.,0,mutável,paroxítona,CV-CV-CVC,consoante,7,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1059,1,n,4,59,284,metedo,NA,NA,paroxítona,F.D.,0,método,proparoxítona,CV-CV-CV,vogal,2,s,9,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1060,1,n,4,60,313,siculo,NA,NA,paroxítona,F.D.,0,século,proparoxítona,CV-CV-CV,vogal,3,s,9,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1061,4,n,4,61,364,lacepo,NA,NA,paroxítona,F.D.,0,camelô,oxítona,CV-CV-CV,consoante,9,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1062,1,n,4,62,329,cicade,NA,NA,paroxítona,F.D.,0,cidade,paroxítona,CV-CV-CV,consoante,2,s,8,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1063,3,n,4,63,341,nafari,NA,NA,oxítona,F.D.,0,safári,paroxítona,CV-CV-CV,consoante,2,s,9,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1064,4,n,4,64,331,lomenar,NA,NA,oxítona,F.D.,0,liminar,oxítona,CV-CV-CVC,vogal,2,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1065,4,n,4,65,309,lafape,NA,NA,paroxítona,F.D.,0,cabaré,oxítona,CV-CV-CV,consoante,9,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1066,4,n,4,66,286,sicori,NA,NA,paroxítona,F.D.,0,sucuri,oxítona,CV-CV-CV,vogal,2,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1067,2,n,4,67,305,fidarel,NA,NA,oxítona,F.D.,0,federal,oxítona,CV-CV-CVC,vogal,3,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1068,3,n,4,68,291,safara,NA,NA,paroxítona,F.D.,0,safári,paroxítona,CV-CV-CV,vogal,1,s,9,3,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1069,1,n,4,69,296,comitu,$com_8,paroxitona_7,oxítona,F.D.,0,comitê,oxítona,CV-CV-CV,vogal,3,n,3,3,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1070,4,n,4,70,312,piciga,NA,NA,paroxítona,F.D.,0,pêssego,proparoxítona,CV-CV-CV,vogal,3,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1071,3,n,4,71,290,puteta,eta_paroxitona_8,paroxitona_10,paroxítona,F.D.,0,pateta,paroxítona,CV-CV-CV,vogal,3,n,4,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1072,2,n,4,72,336,zamafer,NA,NA,oxítona,F.D.,0,caráter,paroxítona,CV-CV-CVC,consoante,7,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1073,1,n,4,73,306,figora,NA,NA,paroxítona,F.D.,0,figura,paroxítona,CV-CV-CV,vogal,2,s,9,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1074,4,n,4,74,342,mezilo,NA,NA,paroxítona,F.D.,0,mazela,paroxítona,CV-CV-CV,vogal,3,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1075,4,n,4,75,301,jalica,NA,NA,paroxítona,F.D.,0,jaleco,paroxítona,CV-CV-CV,vogal,2,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1076,4,n,4,76,289,lomenir,NA,NA,oxítona,F.D.,0,liminar,oxítona,CV-CV-CVC,vogal,3,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1077,3,n,4,77,337,pateda,aeDa_paroxitona_8,paroxitona_9,paroxítona,F.D.,0,pateta,paroxítona,CV-CV-CV,consoante,1,n,6,3,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1078,2,n,4,78,335,cadegu,NA,NA,oxítona,F.D.,0,código,proparoxítona,CV-CV-CV,vogal,3,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1079,3,n,4,79,326,cobare,$cob_6,paroxitona_8,paroxítona,F.D.,0,cabaré,oxítona,CV-CV-CV,vogal,2,n,2,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1080,4,n,4,80,292,govubi,NA,NA,oxítona,F.D.,0,sucuri,oxítona,CV-CV-CV,consoante,10,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1081,1,n,4,81,351,saculo,sem_padrao,proparoxitona_8,paroxítona,F.D.,0,século,proparoxítona,CV-CV-CV,vogal,1,n,6,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1082,2,n,4,82,302,mulotar,NA,NA,oxítona,F.D.,0,militar,oxítona,CV-CV-CVC,vogal,2,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1083,1,n,4,83,322,secule,NA,NA,paroxítona,F.D.,0,século,proparoxítona,CV-CV-CV,vogal,2,s,9,3,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1084,3,n,4,84,330,disica,isica_proparoxitona_7,proparoxitona_7,paroxítona,F.D.,0,tísica,proparoxítona,CV-CV-CV,consoante,1,n,2,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1085,3,n,4,85,314,cobega,NA,NA,paroxítona,F.D.,0,cócega,proparoxítona,CV-CV-CV,consoante,3,s,8,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1086,1,n,4,86,281,datural,NA,NA,oxítona,F.D.,0,natural,oxítona,CV-CV-CVC,consoante,1,s,10,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1087,2,n,4,87,360,mivipo,NA,NA,paroxítona,F.D.,0,título,proparoxítona,CV-CV-CV,consoante,9,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1088,4,n,4,88,372,soduca,NA,NA,paroxítona,F.D.,0,sádica,proparoxítona,CV-CV-CV,vogal,2,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1089,1,n,4,89,297,zificil,NA,NA,oxítona,F.D.,0,difícil,paroxítona,CV-CV-CVC,consoante,1,s,10,1,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1090,4,n,4,90,363,fadapel,NA,NA,oxítona,F.D.,0,lavável,paroxítona,CV-CV-CVC,consoante,8,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1091,3,n,4,91,287,segador,NA,NA,oxítona,F.D.,0,secador,oxítona,CV-CV-CVC,consoante,1,q,7,2,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1092,4,n,4,92,294,cumodor,NA,NA,oxítona,F.D.,0,comedor,oxítona,CV-CV-CVC,vogal,2,s,2,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1093,2,n,4,93,323,zofisu,NA,NA,oxítona,F.D.,0,código,proparoxítona,CV-CV-CV,consoante,10,s,1,0,20,Masculino,Superior Incompleto,Letras,"inglês, francês, espanhol",nenhum,São José do Rio Preto-SP
1094,3,s,1,1,68,xafuriz,NA,NA,oxítona,C.E.,1523565,chafariz,oxítona,CV-CV-CVC,vogal,3,s,9,2,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1095,1,s,1,2,42,conada,ada_paroxitono_5,paroxitona_5,paroxítona,C.E.,1398535,canadá,oxítona,CV-CV-CV,vogal,2,n,4,1,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1096,3,s,1,3,65,patetu,NA,NA,oxítona,C.E.,1601705,pateta,paroxítona,CV-CV-CV,vogal,3,s,9,3,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1097,4,s,1,4,6,nufilo,NA,NA,paroxítona,C.E.,1365175,súbito,proparoxítona,CV-CV-CV,consoante,7,s,2,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1098,2,s,1,5,72,dovife,NA,NA,paroxítona,C.E.,240066,comitê,oxítona,CV-CV-CV,consoante,6,s,2,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1099,2,s,1,6,26,bocito,NA,NA,paroxítona,C.E.,1480555,código,proparoxítona,CV-CV-CV,consoante,6,q,3,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1100,2,s,1,7,19,comato,NA,NA,paroxítona,C.E.,1443925,comitê,oxítona,CV-CV-CV,vogal,3,s,2,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1101,2,s,1,8,59,carotir,NA,NA,oxítona,C.E.,183515,caráter,paroxítona,CV-CV-CVC,vogal,2,s,2,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1102,1,s,1,9,67,curater,NA,NA,paroxítona,C.E.,1694715,caráter,paroxítona,CV-CV-CVC,vogal,3,s,10,1,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1103,4,s,1,10,75,dapamer,NA,NA,oxítona,C.E.,152881,cadáver,paroxítona,CV-CV-CVC,consoante,6,s,2,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1104,4,s,1,11,15,narebo,NA,NA,paroxítona,C.E.,1603485,jaleco,paroxítona,CV-CV-CV,consoante,5,q,3,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1105,3,s,1,12,57,cazaver,NA,NA,oxítona,C.E.,1893345,cadáver,paroxítona,CV-CV-CVC,consoante,1,s,10,2,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1106,4,s,1,13,46,farefo,farelo_6,paroxitona_10,paroxítona,C.E.,170881,farofa,paroxítona,CV-CV-CV,vogal,2,n,6,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1107,2,s,1,14,83,titale,titulo_6,proparoxitona_6,paroxítona,C.E.,148857,título,proparoxítona,CV-CV-CV,vogal,2,n,6,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1108,2,s,1,15,45,poruna,NA,NA,paroxítona,C.E.,1710535,paraná,oxítona,CV-CV-CV,vogal,2,s,2,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1109,1,s,1,16,20,numeco,NA,NA,paroxítona,C.E.,1888255,número,proparoxítona,CV-CV-CV,consoante,3,s,10,3,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1110,2,s,1,17,49,ducoda,NA,NA,paroxítona,C.E.,203411,década,proparoxítona,CV-CV-CV,vogal,2,s,1,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1111,4,s,1,18,11,lemunor,NA,NA,oxítona,C.E.,1657825,liminar,oxítona,CV-CV-CVC,vogal,3,s,2,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1112,4,s,1,19,8,lamofa,NA,NA,paroxítona,C.E.,1751905,farofa,paroxítona,CV-CV-CV,consoante,8,s,2,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1113,3,s,1,20,27,secapor,NA,NA,oxítona,C.E.,1497595,secador,oxítona,CV-CV-CVC,consoante,2,s,8,3,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1114,4,s,1,21,25,dacuga,NA,NA,paroxítona,C.E.,1675165,farofa,paroxítona,CV-CV-CV,consoante,10,s,2,0,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
1115,1,s,1,22,64,babela,ela_paroxitono_8,paroxitona_10,paroxítona,C.E.,1728515,tabela,paroxítona,CV-CV-CV,consoante,2,n,2,1,31,Masculino,Pós-Graduação,Letras,"italiano, inglês",violão,Votorantim-SP
